Episode,Steps,Reward,Avg_Reward,Epsilon,Waypoints,Completion
48,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
49,38,626.8377030077444,16.495729026519587,0.009124001815700375,17,1.0
50,38,635.2223545190545,16.716377750501437,0.009124001815700375,17,1.0
51,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
52,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
53,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
54,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
55,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
56,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
57,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
58,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
59,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
60,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
61,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
62,38,626.7400612372304,16.493159506242904,0.009124001815700375,17,1.0
63,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
64,36,648.0283320156476,18.000787000434656,0.009124001815700375,17,1.0
65,68,-406.5166704291185,-5.978186329839978,0.009124001815700375,17,1.0
66,40,610.0161335455471,15.250403338638677,0.009124001815700375,17,1.0
67,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
68,40,611.309986333756,15.2827496583439,0.009124001815700375,17,1.0
69,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
70,38,626.7400612372304,16.493159506242904,0.009124001815700375,17,1.0
71,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
72,42,585.0962940548193,13.930864144162364,0.009124001815700375,17,1.0
73,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
74,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
75,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
76,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
77,38,632.3303987253554,16.640273650667247,0.009124001815700375,17,1.0
78,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
79,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
80,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
81,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
82,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
83,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
84,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
85,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
86,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
87,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
88,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
89,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
90,36,648.0251750839296,18.000699307886933,0.009124001815700375,17,1.0
91,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
92,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
93,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
94,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
95,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
96,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
97,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
98,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
99,36,647.7604736288298,17.993346489689717,0.009124001815700375,17,1.0
