Episode,Steps,Reward,Avg_Reward,Epsilon,Waypoints,Completion
47,48,-63.10914973679024,-49.390126723604205,0.5,1,0.058823529411764705
48,49,-55.98831097641284,-49.522090408660375,0.5,1,0.058823529411764705
49,50,-48.98597924172643,-49.51157842499501,0.5,1,0.058823529411764705
50,51,-55.98831097641284,-49.636130974060734,0.5,1,0.058823529411764705
51,52,-54.05887401590072,-49.71957895598224,0.5,1,0.058823529411764705
52,53,-53.1241465018933,-49.78262650312874,0.5,1,0.058823529411764705
53,54,-45.66518729327448,-49.70776397204048,0.5,1,0.058823529411764705
54,55,-53.1241465018933,-49.76877080293071,0.5,1,0.058823529411764705
55,56,-53.2439802057482,-49.82973938894506,0.5,1,0.058823529411764705
56,57,-53.1241465018933,-49.88653951158209,0.5,1,0.058823529411764705
57,58,-60.59466633567321,-50.06803318656669,0.5,1,0.058823529411764705
58,59,-61.40903869542433,-50.257049945047655,0.5,1,0.058823529411764705
59,60,-63.10914973679024,-50.46774010556802,0.5,1,0.058823529411764705
60,61,-65.62301047590888,-50.712179950250935,0.5,1,0.058823529411764705
61,62,-68.85991531051896,-51.00023924168376,0.5,1,0.058823529411764705
62,63,-62.401374545262485,-51.17838198080218,0.5,1,0.058823529411764705
63,64,-68.85991531051896,-51.450405570490126,0.5,1,0.058823529411764705
64,65,-72.72303432453464,-51.772718127369586,0.5,1,0.058823529411764705
65,66,-66.6383332295919,-51.99459297964156,0.5,1,0.058823529411764705
66,67,-72.72303432453464,-52.2994229994194,0.5,1,0.058823529411764705
67,68,-66.6383332295919,-52.50723329261031,0.5,1,0.058823529411764705
68,69,-62.401374545262485,-52.648578167648196,0.5,1,0.058823529411764705
69,70,-66.6383332295919,-52.84561697133754,0.5,1,0.058823529411764705
70,71,-60.87014384101106,-52.95706873341634,0.5,1,0.058823529411764705
71,72,-55.51507738789153,-52.99210994786121,0.5,1,0.058823529411764705
72,73,-50.36195960950098,-52.9565673757212,0.5,1,0.058823529411764705
73,74,-56.20380156885821,-52.999863831629696,0.5,1,0.058823529411764705
74,75,-62.401374545262485,-53.123567919966966,0.5,1,0.058823529411764705
75,76,-58.810022179035926,-53.19741797527955,0.5,1,0.058823529411764705
76,77,-55.98831097641284,-53.23319865478126,0.5,1,0.058823529411764705
77,78,-54.05887401590072,-53.24365024163088,0.5,1,0.058823529411764705
78,79,-53.1241465018933,-53.24215644488415,0.5,1,0.058823529411764705
79,80,-53.2439802057482,-53.242178960450374,0.5,1,0.058823529411764705
80,81,-53.1241465018933,-53.24073954022406,0.5,1,0.058823529411764705
81,82,-54.05887401590072,-53.25059658209969,0.5,1,0.058823529411764705
82,83,-46.760927082529115,-53.1733386118667,0.5,1,0.058823529411764705
83,84,-39.54704295617696,-53.013029251211535,0.5,1,0.058823529411764705
84,85,-46.760927082529115,-52.940330388784986,0.5,1,0.058823529411764705
85,86,-48.98597924172643,-52.89487807674983,0.5,1,0.058823529411764705
86,87,-42.16303295803444,-52.77292529130989,0.5,1,0.058823529411764705
87,88,-45.84507001840184,-52.69508422082778,0.5,1,0.058823529411764705
88,89,-50.36195960950098,-52.66916061403526,0.5,1,0.058823529411764705
89,90,-45.00843373450867,-52.584976802172335,0.5,1,0.058823529411764705
90,91,-50.36195960950098,-52.560813571817214,0.5,1,0.058823529411764705
91,92,-45.00843373450867,-52.47960518646981,0.5,1,0.058823529411764705
92,93,-39.905244850134196,-52.34583539565774,0.5,1,0.058823529411764705
93,94,-34.51987165289517,-52.158193672049705,0.5,1,0.058823529411764705
94,95,-39.905244850134196,-52.03055878848809,0.5,1,0.058823529411764705
95,96,-45.00843373450867,-51.95816574669448,0.5,1,0.058823529411764705
96,97,-40.12673933038635,-51.83743690571174,0.5,1,0.058823529411764705
97,98,-45.00843373450867,-51.768457075699594,0.5,1,0.058823529411764705
98,99,-50.62953635080384,-51.75706786845063,0.5,1,0.058823529411764705
99,100,-56.59096568698706,-51.804928242891584,0.5,1,0.058823529411764705
100,101,-61.13504405393947,-51.89639996652931,0.5,1,0.058823529411764705
101,102,-66.05296249237153,-52.03384232114914,0.5,1,0.058823529411764705
102,103,-71.40722895188975,-52.22012488490626,0.5,1,0.058823529411764705
103,104,-66.6383332295919,-52.35744115485565,0.5,1,0.058823529411764705
104,105,-62.401374545262485,-52.452195243444386,0.5,1,0.058823529411764705
105,106,-58.810022179035926,-52.51161418676767,0.5,1,0.058823529411764705
106,107,-65.62301047590888,-52.633016004259716,0.5,1,0.058823529411764705
107,108,-58.810022179035926,-52.68968578567968,0.5,1,0.058823529411764705
108,109,-65.62301047590888,-52.80726146468176,0.5,1,0.058823529411764705
109,110,-58.810022179035926,-52.8613403900363,0.5,1,0.058823529411764705
110,111,-52.18962663716035,-52.85534294581419,0.5,1,0.058823529411764705
111,112,-56.20380156885821,-52.88497532300928,0.5,1,0.058823529411764705
112,113,-50.36195960950098,-52.86284360622412,0.5,1,0.058823529411764705
113,114,-55.51507738789153,-52.8859065086734,0.5,1,0.058823529411764705
114,115,-60.87014384101106,-52.95473614084872,0.5,1,0.058823529411764705
115,116,-66.6383332295919,-53.07168996212003,0.5,1,0.058823529411764705
116,117,-71.40722895188975,-53.22707588576215,0.5,1,0.058823529411764705
117,118,-77.11874402981041,-53.42784620630037,0.5,1,0.058823529411764705
118,119,-71.40722895188975,-53.577674395846955,0.5,1,0.058823529411764705
119,120,-76.61008887230273,-53.768024928710226,0.5,1,0.058823529411764705
120,121,-71.40722895188975,-53.91260856824449,0.5,1,0.058823529411764705
121,122,-66.6383332295919,-54.016069744353004,0.5,1,0.058823529411764705
122,123,-71.40722895188975,-54.15632102828475,0.5,1,0.058823529411764705
123,124,-66.05296249237153,-54.25149415999744,0.5,1,0.058823529411764705
124,125,-61.13504405393947,-54.30612550836206,0.5,1,0.058823529411764705
125,126,-55.51507738789153,-54.31564481450008,0.5,1,0.058823529411764705
126,127,-50.62953635080384,-54.28684709212745,0.5,1,0.058823529411764705
127,128,-55.51507738789153,-54.296368257210894,0.5,1,0.058823529411764705
128,129,-61.13504405393947,-54.34897345564726,0.5,1,0.058823529411764705
129,130,-56.59096568698706,-54.36608790016131,0.5,1,0.058823529411764705
130,131,-61.13504405393947,-54.41736787102326,0.5,1,0.058823529411764705
131,132,-67.05006080000197,-54.51235052462461,0.5,1,0.058823529411764705
132,133,-73.1840295841277,-54.65169141312836,0.5,1,0.058823529411764705
133,134,-77.52317337018755,-54.82110979799546,0.5,1,0.058823529411764705
134,135,-82.16562954070885,-55.022172443162475,0.5,1,0.058823529411764705
135,136,-87.17939202617072,-55.25689667369539,0.5,1,0.058823529411764705
136,137,-82.16562954070885,-55.45188749157229,0.5,1,0.058823529411764705
137,138,-76.61008887230273,-55.60410476769266,0.5,1,0.058823529411764705
138,139,-81.96213633110543,-55.79237642171704,0.5,1,0.058823529411764705
139,140,-76.61008887230273,-55.94001977243041,0.5,1,0.058823529411764705
140,141,-71.64227947747399,-56.05059906612791,0.5,1,0.058823529411764705
141,142,-76.61008887230273,-56.19437172211514,0.5,1,0.058823529411764705
142,143,-71.64227947747399,-56.30164885930514,0.5,1,0.058823529411764705
143,144,-67.05006080000197,-56.3757758382065,0.5,1,0.058823529411764705
144,145,-71.64227947747399,-56.48034093162614,0.5,1,0.058823529411764705
145,146,-77.52317337018755,-56.62348945161636,0.5,1,0.058823529411764705
146,147,-83.60034909102887,-56.80576553026104,0.5,1,0.058823529411764705
147,148,-88.00528093392676,-57.01515825109101,0.5,1,0.058823529411764705
148,149,-92.70807457024135,-57.253111026552006,0.5,1,0.058823529411764705
149,150,-98.49627721484654,-57.526244577467864,0.5,1,0.058823529411764705
150,151,-98.49627721484654,-57.795784265871674,0.5,1,0.058823529411764705
151,152,-94.03777907690474,-58.032660048950326,0.5,1,0.058823529411764705
152,153,-100.21647241807992,-58.306580908490126,0.5,1,0.058823529411764705
153,154,-104.48997090580644,-58.604538263311525,0.5,1,0.058823529411764705
154,155,-100.21647241807992,-58.8712814309703,0.5,1,0.058823529411764705
155,156,-94.03777907690474,-59.095271861836125,0.5,1,0.058823529411764705
156,157,-88.00528093392676,-59.278246602798724,0.5,1,0.058823529411764705
157,158,-83.60034909102887,-59.431215800837904,0.5,1,0.058823529411764705
158,159,-79.48732795041086,-59.55656650177273,0.5,1,0.058823529411764705
159,160,-83.60034909102887,-59.70590676630228,0.5,1,0.058823529411764705
160,161,-89.83483475659568,-59.89188780327939,0.5,1,0.058823529411764705
161,162,-94.03777907690474,-60.10137179882311,0.5,1,0.058823529411764705
162,163,-98.49627721484654,-60.33548707575008,0.5,1,0.058823529411764705
163,164,-98.49627721484654,-60.5667645917446,0.5,1,0.058823529411764705
164,165,-92.70807457024135,-60.760386941012655,0.5,1,0.058823529411764705
165,166,-98.49627721484654,-60.986350355826026,0.5,1,0.058823529411764705
166,167,-94.03777907690474,-61.18308505059436,0.5,1,0.058823529411764705
167,168,-89.83483475659568,-61.35262203110324,0.5,1,0.058823529411764705
168,169,-85.94781450579886,-61.49729963389556,0.5,1,0.058823529411764705
169,170,-82.54471073777859,-61.62038390935687,0.5,1,0.058823529411764705
170,171,-75.79498183114458,-61.70279436239051,0.5,1,0.058823529411764705
171,172,-79.48732795041086,-61.8055951345756,0.5,1,0.058823529411764705
172,173,-75.79498183114458,-61.88599390869381,0.5,1,0.058823529411764705
173,174,-72.69100166625762,-61.9477368101656,0.5,1,0.058823529411764705
174,175,-65.78549781862161,-61.96954227044092,0.5,1,0.058823529411764705
175,176,-69.19992247671625,-62.0103918761261,0.5,1,0.058823529411764705
176,177,-62.799374139211025,-62.01482436075017,0.5,1,0.058823529411764705
177,178,-67.05006080000197,-62.04295417325996,0.5,1,0.058823529411764705
178,179,-71.64227947747399,-62.09628375828336,0.5,1,0.058823529411764705
179,180,-67.05006080000197,-62.123652692215515,0.5,1,0.058823529411764705
180,181,-62.799374139211025,-62.12736544741878,0.5,1,0.058823529411764705
181,182,-67.05006080000197,-62.154265422023066,0.5,1,0.058823529411764705
182,183,-61.13504405393947,-62.14872617545739,0.5,1,0.058823529411764705
183,184,-67.05006080000197,-62.175219876130605,0.5,1,0.058823529411764705
184,185,-62.799374139211025,-62.17857554421168,0.5,1,0.058823529411764705
185,186,-67.05006080000197,-62.20462626750468,0.5,1,0.058823529411764705
186,187,-71.64227947747399,-62.25482655053643,0.5,1,0.058823529411764705
187,188,-67.05006080000197,-62.28019816032196,0.5,1,0.058823529411764705
188,189,-61.13504405393947,-62.27417103344626,0.5,1,0.058823529411764705
189,190,-55.51507738789153,-62.23878310860043,0.5,1,0.058823529411764705
190,191,-60.87014384101106,-62.23165477908174,0.5,1,0.058823529411764705
191,192,-66.05296249237153,-62.25145430091225,0.5,1,0.058823529411764705
192,193,-71.64227947747399,-62.29986061625535,0.5,1,0.058823529411764705
193,194,-66.05296249237153,-62.31910729254312,0.5,1,0.058823529411764705
194,195,-60.87014384101106,-62.31171462187204,0.5,1,0.058823529411764705
195,196,-66.6383332295919,-62.3336771528757,0.5,1,0.058823529411764705
196,197,-72.72303432453464,-62.38614865374266,0.5,1,0.058823529411764705
197,198,-68.85991531051896,-62.41868014448023,0.5,1,0.058823529411764705
198,199,-62.401374545262485,-62.41859361648414,0.5,1,0.058823529411764705
199,200,-68.85991531051896,-62.45063999307138,0.5,1,0.058823529411764705
200,1,-8.120385352366167,-4.0601926761830835,0.45,1,0.058823529411764705
201,2,50,13.959871549211277,0.45,2,0.11764705882352941
202,3,-9.3987726578845,8.120210497437332,0.45,2,0.11764705882352941
203,4,-5.809683881334524,5.334231621682961,0.45,2,0.11764705882352941
204,5,-9.3987726578845,2.8787309084217174,0.45,2,0.11764705882352941
205,6,-7.958450067355909,1.3305621975963422,0.45,2,0.11764705882352941
206,7,-9.3987726578845,-0.010604659338762978,0.45,2,0.11764705882352941
207,8,-19.040580790332598,-2.125046451671411,0.45,2,0.11764705882352941
208,9,-23.761236397821058,-4.288665446286376,0.45,2,0.11764705882352941
209,10,-29.08344035227183,-6.5427358922850525,0.45,2,0.11764705882352941
210,11,-23.761236397821058,-7.977610934413053,0.45,2,0.11764705882352941
211,12,-29.08344035227183,-9.601136274248343,0.45,2,0.11764705882352941
212,13,-35.00601615645884,-11.415770551549091,0.45,2,0.11764705882352941
213,14,-41.45469040346994,-13.418365208343817,0.45,2,0.11764705882352941
214,15,-48.222104578783714,-15.59359891899631,0.45,2,0.11764705882352941
215,16,-55.189049114170345,-17.922743048124197,0.45,2,0.11764705882352941
216,17,-53.20910976391647,-19.883096754557098,0.45,2,0.11764705882352941
217,18,-60.54700437275094,-22.023302418672564,0.45,2,0.11764705882352941
218,19,-67.92348737548599,-24.318311666513235,0.45,2,0.11764705882352941
219,20,-75.12462590506966,-26.73765996358735,0.45,2,0.11764705882352941
220,21,-67.72238190968636,-28.600601870228214,0.45,2,0.11764705882352941
221,22,-69.27616253638723,-30.3691045078873,0.45,2,0.11764705882352941
222,23,-67.72238190968636,-31.925491066295592,0.45,2,0.11764705882352941
223,24,-75.12462590506966,-33.65345645984656,0.45,2,0.11764705882352941
224,25,-74.4594811435763,-35.22291894768232,0.45,2,0.11764705882352941
225,26,-74.4594811435763,-36.67612495493765,0.45,2,0.11764705882352941
226,27,-66.97840274061109,-37.758349161568844,0.45,2,0.11764705882352941
227,28,-67.72238190968636,-38.791591670124625,0.45,2,0.11764705882352941
228,29,-69.27616253638723,-39.807744032333375,0.45,2,0.11764705882352941
229,30,-76.52383575605862,-40.99213408793741,0.45,2,0.11764705882352941
230,31,-69.27616253638723,-41.876009976951465,0.45,2,0.11764705882352941
231,32,-71.58365628651195,-42.776241683301784,0.45,2,0.11764705882352941
232,33,-78.61560101834445,-43.83034048727363,0.45,2,0.11764705882352941
233,34,-81.34479772605052,-44.902182122667256,0.45,2,0.11764705882352941
234,35,-81.34479772605052,-45.91447700053901,0.45,2,0.11764705882352941
235,36,-74.57269471455263,-46.689023425242084,0.45,2,0.11764705882352941
236,37,-78.16407301609034,-47.517314203948615,0.45,2,0.11764705882352941
237,38,-84.64879388688965,-48.46940342658813,0.45,2,0.11764705882352941
238,39,-78.16407301609034,-49.21177016632568,0.45,2,0.11764705882352941
239,40,-82.27878316076766,-50.01828267838524,0.45,2,0.11764705882352941
240,41,-88.46282400947175,-50.93362890055397,0.45,2,0.11764705882352941
241,42,-84.64879388688965,-51.71770250488735,0.45,2,0.11764705882352941
242,43,-78.16407301609034,-52.31875638014196,0.45,2,0.11764705882352941
243,44,-74.57269471455263,-52.81328834312887,0.45,2,0.11764705882352941
244,45,-71.58365628651195,-53.22133982015894,0.45,2,0.11764705882352941
245,46,-64.66062171687807,-53.46472879668488,0.45,2,0.11764705882352941
246,47,-71.58365628651195,-53.84220645272294,0.45,2,0.11764705882352941
247,48,-69.27616253638723,-54.15718514830793,0.45,2,0.11764705882352941
248,49,-67.72238190968636,-54.428489083535496,0.45,2,0.11764705882352941
249,50,-60.346759412264674,-54.54453359978509,0.45,2,0.11764705882352941
250,51,-59.502975577141086,-54.639888253195785,0.45,2,0.11764705882352941
251,52,-66.97840274061109,-54.8726904133357,0.45,2,0.11764705882352941
252,53,-59.502975577141086,-54.95843643488765,0.45,2,0.11764705882352941
253,54,-66.97840274061109,-55.1769812768099,0.45,2,0.11764705882352941
254,55,-67.0752412228052,-55.38945020441696,0.45,2,0.11764705882352941
255,56,-59.60548301624398,-55.463415692343744,0.45,2,0.11764705882352941
256,57,-67.0752412228052,-55.66361958079998,0.45,2,0.11764705882352941
257,58,-74.55068220277673,-55.98373928625722,0.45,2,0.11764705882352941
258,59,-74.4594811435763,-56.29166831721253,0.45,2,0.11764705882352941
259,60,-74.55068220277673,-56.5909964136972,0.45,2,0.11764705882352941
260,61,-74.4594811435763,-56.879197780308154,0.45,2,0.11764705882352941
261,62,-74.4594811435763,-57.15824989718542,0.45,2,0.11764705882352941
262,63,-75.12462590506966,-57.43897452230861,0.45,2,0.11764705882352941
263,64,-76.52383575605862,-57.732587772058615,0.45,2,0.11764705882352941
264,65,-69.27616253638723,-57.90749042000299,0.45,2,0.11764705882352941
265,66,-71.58365628651195,-58.111612298607604,0.45,2,0.11764705882352941
266,67,-69.27616253638723,-58.27579686092789,0.45,2,0.11764705882352941
267,68,-76.52383575605862,-58.54026119274138,0.45,2,0.11764705882352941
268,69,-76.52383575605862,-58.797169400788775,0.45,2,0.11764705882352941
269,70,-78.61560101834445,-59.07630224047265,0.45,2,0.11764705882352941
270,71,-78.61560101834445,-59.34768139016531,0.45,2,0.11764705882352941
271,72,-71.58365628651195,-59.51529748463581,0.45,2,0.11764705882352941
272,73,-74.57269471455263,-59.71877582558062,0.45,2,0.11764705882352941
273,74,-67.95664766899097,-59.82861411682609,0.45,2,0.11764705882352941
274,75,-74.57269471455263,-60.022615177322486,0.45,2,0.11764705882352941
275,76,-71.58365628651195,-60.172758568350915,0.45,2,0.11764705882352941
276,77,-64.66062171687807,-60.23029527538332,0.45,2,0.11764705882352941
277,78,-57.88653101815653,-60.200627373393104,0.45,2,0.11764705882352941
278,79,-64.66062171687807,-60.256377302686666,0.45,2,0.11764705882352941
279,80,-57.88653101815653,-60.227119941149255,0.45,2,0.11764705882352941
280,81,-51.32137305448154,-60.11851327179964,0.45,2,0.11764705882352941
281,82,-57.88653101815653,-60.09162191934611,0.45,2,0.11764705882352941
282,83,-64.66062171687807,-60.14601477407864,0.45,2,0.11764705882352941
283,84,-67.95664766899097,-60.23790457284231,0.45,2,0.11764705882352941
284,85,-61.54722244617446,-60.2531291992764,0.45,2,0.11764705882352941
285,86,-67.95664766899097,-60.34167538858346,0.45,2,0.11764705882352941
286,87,-71.87917280130605,-60.47278331372804,0.45,2,0.11764705882352941
287,88,-78.16407301609034,-60.67156184970964,0.45,2,0.11764705882352941
288,89,-74.57269471455263,-60.82601888154122,0.45,2,0.11764705882352941
289,90,-78.16407301609034,-61.01654694895385,0.45,2,0.11764705882352941
290,91,-82.27878316076766,-61.24765821212574,0.45,2,0.11764705882352941
291,92,-88.46282400947175,-61.540294403495054,0.45,2,0.11764705882352941
292,93,-82.27878316076766,-61.7609166243171,0.45,2,0.11764705882352941
293,94,-86.84281188729017,-62.024936574453655,0.45,2,0.11764705882352941
294,95,-92.7240123471602,-62.34471861375268,0.45,2,0.11764705882352941
295,96,-86.84281188729017,-62.597276276366465,0.45,2,0.11764705882352941
296,97,-91.78972112187182,-62.895158366626724,0.45,2,0.11764705882352941
297,98,-97.37395148075814,-63.2434290041432,0.45,2,0.11764705882352941
298,99,-91.78972112187182,-63.52889192532049,0.45,2,0.11764705882352941
299,100,-97.37395148075814,-63.863991524879275,0.45,2,0.11764705882352941
300,101,-102.360052854251,-64.2414038908535,0.45,2,0.11764705882352941
301,102,-102.360052854251,-64.61148786137194,0.45,2,0.11764705882352941
302,103,-107.63599786267056,-65.02518507292288,0.45,2,0.11764705882352941
303,104,-107.63599786267056,-65.43100233758715,0.45,2,0.11764705882352941
304,105,-113.16160688917728,-65.88129105977195,0.45,2,0.11764705882352941
305,106,-113.16160688917728,-66.32316317032715,0.45,2,0.11764705882352941
306,107,-108.38971660410846,-66.71266829471402,0.45,2,0.11764705882352941
307,108,-114.3690990944279,-67.14988325617928,0.45,2,0.11764705882352941
308,109,-118.90237854356835,-67.62036048606464,0.45,2,0.11764705882352941
309,110,-113.16160688917728,-68.03064198519178,0.45,2,0.11764705882352941
310,111,-107.63599786267056,-68.38426123409783,0.45,2,0.11764705882352941
311,112,-102.60885721674592,-68.68713376491773,0.45,2,0.11764705882352941
312,113,-97.0615816295017,-68.93603243039654,0.45,2,0.11764705882352941
313,114,-92.06871972373708,-69.13718623294731,0.45,2,0.11764705882352941
314,115,-87.4330613929713,-69.29490929467167,0.45,2,0.11764705882352941
315,116,-93.54896630146284,-69.50220892720834,0.45,2,0.11764705882352941
316,117,-89.53292619186927,-69.67196076843429,0.45,2,0.11764705882352941
317,118,-93.54896630146284,-69.87260787375386,0.45,2,0.11764705882352941
318,119,-97.89749047057512,-70.10614856206071,0.45,2,0.11764705882352941
319,120,-102.60885721674592,-70.37476598895894,0.45,2,0.11764705882352941
320,121,-97.0615816295017,-70.59351037945518,0.45,2,0.11764705882352941
321,122,-92.06871972373708,-70.76810557737618,0.45,2,0.11764705882352941
322,123,-97.0615816295017,-70.98014973908685,0.45,2,0.11764705882352941
323,124,-91.78972112187182,-71.14662631014913,0.45,2,0.11764705882352941
324,125,-97.37395148075814,-71.35477968451904,0.45,2,0.11764705882352941
325,126,-92.7240123471602,-71.52304135902804,0.45,2,0.11764705882352941
326,127,-88.46282400947175,-71.65538341098463,0.45,2,0.11764705882352941
327,128,-82.27878316076766,-71.73773534702946,0.45,2,0.11764705882352941
328,129,-78.16407301609034,-71.78716871371454,0.45,2,0.11764705882352941
329,130,-84.64879388688965,-71.88534905854794,0.45,2,0.11764705882352941
330,131,-78.16407301609034,-71.9329151491354,0.45,2,0.11764705882352941
331,132,-82.27878316076766,-72.01070363042585,0.45,2,0.11764705882352941
332,133,-86.84281188729017,-72.1213910054771,0.45,2,0.11764705882352941
333,134,-92.7240123471602,-72.27400301541547,0.45,2,0.11764705882352941
334,135,-88.46282400947175,-72.39303846390119,0.45,2,0.11764705882352941
335,136,-88.46282400947175,-72.51033616861338,0.45,2,0.11764705882352941
336,137,-92.7240123471602,-72.65681208295068,0.45,2,0.11764705882352941
337,138,-86.84281188729017,-72.75886963549989,0.45,2,0.11764705882352941
338,139,-91.78972112187182,-72.89480428897397,0.45,2,0.11764705882352941
339,140,-97.37395148075814,-73.06841526196534,0.45,2,0.11764705882352941
340,141,-102.360052854251,-73.27469439993918,0.45,2,0.11764705882352941
341,142,-107.63599786267056,-73.5149832353429,0.45,2,0.11764705882352941
342,143,-113.16160688917728,-73.79030701071675,0.45,2,0.11764705882352941
343,144,-107.63599786267056,-74.02372556831642,0.45,2,0.11764705882352941
344,145,-102.60885721674592,-74.21951414125088,0.45,2,0.11764705882352941
345,146,-107.63599786267056,-74.44683715976393,0.45,2,0.11764705882352941
346,147,-107.63599786267056,-74.67108824559438,0.45,2,0.11764705882352941
347,148,-113.16160688917728,-74.9294138740748,0.45,2,0.11764705882352941
348,149,-108.38971660410846,-75.15248255894168,0.45,2,0.11764705882352941
349,150,-113.16160688917728,-75.40419861410882,0.45,2,0.11764705882352941
350,151,-108.38971660410846,-75.62120860088513,0.45,2,0.11764705882352941
351,152,-114.3690990944279,-75.87446278711744,0.45,2,0.11764705882352941
352,153,-110.15907022502641,-76.09709010814282,0.45,2,0.11764705882352941
353,154,-114.3690990944279,-76.34400629515112,0.45,2,0.11764705882352941
354,155,-110.15907022502641,-76.56076952547083,0.45,2,0.11764705882352941
355,156,-106.23861553442447,-76.74980039176991,0.45,2,0.11764705882352941
356,157,-110.15907022502641,-76.96125146666394,0.45,2,0.11764705882352941
357,158,-103.93915428043903,-77.13092381140466,0.45,2,0.11764705882352941
358,159,-108.38971660410846,-77.32629126635905,0.45,2,0.11764705882352941
359,160,-114.3690990944279,-77.5563708180862,0.45,2,0.11764705882352941
360,161,-120.51773159640103,-77.82156440313753,0.45,2,0.11764705882352941
361,162,-126.81116107101158,-78.12211407594657,0.45,2,0.11764705882352941
362,163,-130.91607376471825,-78.44402846429273,0.45,2,0.11764705882352941
363,164,-126.81116107101158,-78.73716260130314,0.45,2,0.11764705882352941
364,165,-133.2130969693325,-79.06533088062862,0.45,2,0.11764705882352941
365,166,-137.1427269022484,-79.41309971908143,0.45,2,0.11764705882352941
366,167,-137.1427269022484,-79.75672845231456,0.45,2,0.11764705882352941
367,168,-130.91607376471825,-80.05944647191458,0.45,2,0.11764705882352941
368,169,-124.82887612517726,-80.32279605811024,0.45,2,0.11764705882352941
369,170,-118.90237854356835,-80.54840765159246,0.45,2,0.11764705882352941
370,171,-113.16160688917728,-80.73801927506679,0.45,2,0.11764705882352941
371,172,-107.63599786267056,-80.89349892008183,0.45,2,0.11764705882352941
372,173,-102.360052854251,-81.01686991970348,0.45,2,0.11764705882352941
373,174,-97.0615816295017,-81.10855398661661,0.45,2,0.11764705882352941
374,175,-91.78972112187182,-81.16924243624875,0.45,2,0.11764705882352941
375,176,-97.0615816295017,-81.25902966332927,0.45,2,0.11764705882352941
